created_at,sicaklik,salt,sensor_id
2026-03-08 10:32:45.088363+00:00,28.7,1583.35,esp-t1
2026-03-08 10:32:45.200459+00:00,22.9,1969.3,esp-t1
2026-03-08 10:32:45.324801+00:00,28.8,2675.93,esp-t1
2026-03-08 10:32:45.598614+00:00,25.1,2923.47,esp-t1
2026-03-08 10:32:45.728218+00:00,24.3,2932.59,esp-t1
2026-03-08 10:32:45.841266+00:00,18.2,2109.04,esp-t1
2026-03-08 10:32:45.957015+00:00,26.5,1901.58,esp-t1
2026-03-08 10:32:46.073415+00:00,18.3,1649.94,esp-t1
2026-03-08 10:32:46.194282+00:00,20.1,1533.74,esp-t1
2026-03-08 10:32:46.441796+00:00,23.7,2654.12,esp-t1
2026-03-08 10:32:46.552857+00:00,20.2,1945.61,esp-t1
2026-03-08 10:32:46.671270+00:00,21.9,2449.55,esp-t1
2026-03-08 10:32:46.799404+00:00,22.2,2602.11,esp-t1
2026-03-08 10:32:46.957779+00:00,22.7,2253.01,esp-t1
2026-03-08 10:32:47.077230+00:00,29.3,1773.11,esp-t1
2026-03-08 10:32:47.263011+00:00,28.6,1528.25,esp-t1
2026-03-08 10:32:47.415599+00:00,23.1,2452.13,esp-t1
2026-03-08 10:32:47.525871+00:00,28.2,1685.83,esp-t1
2026-03-08 10:32:47.628762+00:00,29.5,1758.93,esp-t1
2026-03-08 10:32:47.735418+00:00,30.8,2382.43,esp-t1
2026-03-08 10:32:47.842990+00:00,22.3,2369.59,esp-t1
2026-03-08 10:32:47.958628+00:00,27.9,1677.41,esp-t1
2026-03-08 10:32:48.063032+00:00,26.2,2978.72,esp-t1
2026-03-08 10:32:48.166894+00:00,21.1,1548.73,esp-t1
2026-03-08 10:32:48.277217+00:00,26.2,2932.13,esp-t1
2026-03-08 10:32:48.391980+00:00,21.0,2759.53,esp-t1
2026-03-08 10:32:48.496143+00:00,31.7,2840.49,esp-t1
2026-03-08 10:32:48.600106+00:00,26.1,2474.25,esp-t1
2026-03-08 10:32:48.703044+00:00,28.4,1594.88,esp-t1
2026-03-08 10:32:48.809767+00:00,28.4,2757.4,esp-t1
2026-03-08 10:32:48.925875+00:00,27.0,1997.19,esp-t1
2026-03-08 10:32:49.032198+00:00,26.6,1721.38,esp-t1
2026-03-08 10:32:49.138204+00:00,23.9,2239.83,esp-t1
2026-03-08 10:32:49.241823+00:00,20.8,2409.23,esp-t1
2026-03-08 10:32:49.342912+00:00,23.2,2358.62,esp-t1
2026-03-08 10:32:49.449376+00:00,26.5,1808.68,esp-t1
2026-03-08 10:32:49.556003+00:00,21.5,2663.14,esp-t1
2026-03-08 10:32:49.658165+00:00,19.9,2467.7,esp-t1
2026-03-08 10:32:49.765390+00:00,23.2,1641.28,esp-t1
2026-03-08 10:32:49.872899+00:00,24.2,2750.0,esp-t1
2026-03-08 10:32:49.978836+00:00,31.6,2225.52,esp-t1
2026-03-08 10:32:50.085634+00:00,20.0,1501.54,esp-t1
2026-03-08 10:32:50.199513+00:00,24.9,2733.31,esp-t1
2026-03-08 10:32:50.306970+00:00,21.5,2728.71,esp-t1
2026-03-08 10:32:50.412900+00:00,29.4,2333.3,esp-t1
2026-03-08 10:32:50.522525+00:00,28.6,2121.54,esp-t1
2026-03-08 10:32:50.633352+00:00,22.3,1892.79,esp-t1
2026-03-08 10:32:50.741344+00:00,25.3,2321.59,esp-t1
2026-03-08 10:32:50.861600+00:00,19.2,2180.46,esp-t1
2026-03-08 10:32:50.969063+00:00,20.9,1995.37,esp-t1
2026-03-08 10:32:51.071531+00:00,26.4,2849.13,esp-t1
2026-03-08 10:32:51.172008+00:00,28.7,1892.06,esp-t1
2026-03-08 10:32:51.281083+00:00,30.7,2051.16,esp-t1
2026-03-08 10:32:51.384701+00:00,20.8,2512.68,esp-t1
2026-03-08 10:32:51.497494+00:00,21.5,2027.25,esp-t1
2026-03-08 10:32:51.600542+00:00,28.2,2980.94,esp-t1
2026-03-08 10:32:51.709657+00:00,18.8,2714.71,esp-t1
2026-03-08 10:32:51.811518+00:00,27.7,2974.04,esp-t1
2026-03-08 10:32:51.913439+00:00,27.9,1873.33,esp-t1
2026-03-08 10:32:52.018078+00:00,29.7,2467.35,esp-t1
2026-03-08 10:32:52.125019+00:00,29.7,2351.9,esp-t1
2026-03-08 10:32:52.235374+00:00,31.4,2379.78,esp-t1
2026-03-08 10:32:52.334979+00:00,24.0,2273.18,esp-t1
2026-03-08 10:32:52.438783+00:00,25.3,2717.59,esp-t1
2026-03-08 10:32:52.540085+00:00,21.5,2077.35,esp-t1
2026-03-08 10:32:52.647116+00:00,31.4,1676.26,esp-t1
2026-03-08 10:32:52.747402+00:00,30.5,1938.05,esp-t1
2026-03-08 10:32:52.851205+00:00,19.6,1950.77,esp-t1
2026-03-08 10:32:52.956054+00:00,26.8,2580.0,esp-t1
2026-03-08 10:32:53.060705+00:00,28.0,2298.4,esp-t1
2026-03-08 10:32:53.162598+00:00,28.4,1959.2,esp-t1
2026-03-08 10:32:53.264722+00:00,28.6,2899.04,esp-t1
2026-03-08 10:32:53.369711+00:00,27.3,2971.35,esp-t1
2026-03-08 10:32:53.472572+00:00,21.4,2713.07,esp-t1
2026-03-08 10:32:53.589227+00:00,27.6,2987.66,esp-t1
2026-03-08 10:32:53.697558+00:00,20.8,2517.14,esp-t1
2026-03-08 10:32:53.807524+00:00,21.0,1914.75,esp-t1
2026-03-08 10:32:53.911153+00:00,30.6,2146.7,esp-t1
2026-03-08 10:32:54.014798+00:00,22.9,2520.03,esp-t1
2026-03-08 10:32:54.119812+00:00,31.4,2890.77,esp-t1
2026-03-08 10:32:54.225738+00:00,20.1,2734.2,esp-t1
2026-03-08 10:32:54.327323+00:00,27.1,2965.43,esp-t1
2026-03-08 10:32:54.435591+00:00,29.1,2004.31,esp-t1
2026-03-08 10:32:54.538073+00:00,20.6,2646.93,esp-t1
2026-03-08 10:32:54.644560+00:00,23.4,2425.38,esp-t1
2026-03-08 10:32:54.747415+00:00,20.2,2809.68,esp-t1
2026-03-08 10:32:54.857913+00:00,26.6,2900.42,esp-t1
2026-03-08 10:32:54.962709+00:00,20.2,1822.97,esp-t1
2026-03-08 10:32:55.074469+00:00,26.8,2271.89,esp-t1
2026-03-08 10:32:55.186530+00:00,19.2,2795.12,esp-t1
2026-03-08 10:32:55.291749+00:00,20.7,1870.91,esp-t1
2026-03-08 10:32:55.399146+00:00,29.4,2370.66,esp-t1
2026-03-08 10:32:55.508546+00:00,32.0,2684.16,esp-t1
2026-03-08 10:32:55.612184+00:00,20.5,2722.04,esp-t1
2026-03-08 10:32:55.719516+00:00,26.3,1687.47,esp-t1
2026-03-08 10:32:55.824322+00:00,28.7,2338.16,esp-t1
2026-03-08 10:32:55.932254+00:00,19.4,2219.96,esp-t1
2026-03-08 10:32:56.036526+00:00,19.8,2190.19,esp-t1
2026-03-08 10:32:56.136385+00:00,24.0,2406.23,esp-t1
2026-03-08 10:32:56.236518+00:00,27.7,1677.99,esp-t1
2026-03-08 10:32:56.342590+00:00,18.9,2236.09,esp-t1
2026-03-08 10:32:56.446476+00:00,29.3,2577.11,esp-t1
2026-03-08 10:32:56.550286+00:00,23.5,2390.08,esp-t1
2026-03-08 10:32:56.658569+00:00,25.5,2015.35,esp-t1
2026-03-08 10:32:56.763144+00:00,26.8,2162.98,esp-t1
2026-03-08 10:32:56.867293+00:00,24.6,2605.16,esp-t1
2026-03-08 10:32:56.972178+00:00,20.1,2448.96,esp-t1
2026-03-08 10:32:57.072220+00:00,26.3,2673.17,esp-t1
2026-03-08 10:32:57.181715+00:00,18.8,2446.46,esp-t1
2026-03-08 10:32:57.286290+00:00,26.0,2383.64,esp-t1
2026-03-08 10:32:57.388522+00:00,30.2,1987.33,esp-t1
2026-03-08 10:32:57.494998+00:00,24.5,2249.43,esp-t1
2026-03-08 10:32:57.600742+00:00,26.7,2661.8,esp-t1
2026-03-08 10:32:57.704419+00:00,18.4,2867.41,esp-t1
2026-03-08 10:32:57.812351+00:00,18.6,2142.4,esp-t1
2026-03-08 10:32:57.932118+00:00,20.1,1951.09,esp-t1
2026-03-08 10:32:58.038198+00:00,29.0,2127.24,esp-t1
2026-03-08 10:32:58.139537+00:00,25.3,1949.81,esp-t1
2026-03-08 10:32:58.251710+00:00,31.5,1852.12,esp-t1
2026-03-08 10:32:58.367156+00:00,19.4,2398.95,esp-t1
2026-03-08 10:32:58.474552+00:00,18.7,2098.7,esp-t1
2026-03-08 10:32:58.575622+00:00,24.2,2171.27,esp-t1
2026-03-08 10:32:58.685910+00:00,31.7,2158.12,esp-t1
2026-03-08 10:32:58.800199+00:00,27.6,2923.09,esp-t1
2026-03-08 10:32:58.903990+00:00,29.9,1693.57,esp-t1
2026-03-08 10:32:59.005996+00:00,28.1,2240.99,esp-t1
2026-03-08 10:32:59.113056+00:00,22.6,2797.24,esp-t1
2026-03-08 10:32:59.218563+00:00,18.1,2348.83,esp-t1
2026-03-08 10:32:59.328172+00:00,29.9,2516.99,esp-t1
2026-03-08 10:32:59.430025+00:00,19.2,1714.85,esp-t1
2026-03-08 10:32:59.535899+00:00,21.2,2721.29,esp-t1
2026-03-08 10:32:59.641047+00:00,22.8,2933.36,esp-t1
2026-03-08 10:32:59.746690+00:00,23.5,1768.58,esp-t1
2026-03-08 10:32:59.847711+00:00,30.9,1622.73,esp-t1
2026-03-08 10:32:59.950437+00:00,20.5,2319.32,esp-t1
2026-03-08 10:33:00.053756+00:00,27.2,1701.08,esp-t1
2026-03-08 10:33:00.157748+00:00,25.8,1967.08,esp-t1
2026-03-08 10:33:00.263338+00:00,28.2,2837.78,esp-t1
2026-03-08 10:33:00.373131+00:00,25.7,1959.2,esp-t1
2026-03-08 10:33:00.478196+00:00,19.1,1948.86,esp-t1
2026-03-08 10:33:00.587196+00:00,20.1,1717.39,esp-t1
2026-03-08 10:33:00.689566+00:00,27.3,1932.43,esp-t1
2026-03-08 10:33:00.794287+00:00,27.2,2586.14,esp-t1
2026-03-08 10:33:00.898329+00:00,18.0,1831.83,esp-t1
2026-03-08 10:33:01.001266+00:00,25.9,2190.6,esp-t1
2026-03-08 10:33:01.107158+00:00,20.5,2153.65,esp-t1
2026-03-08 10:33:01.209806+00:00,22.4,1755.09,esp-t1
2026-03-08 10:33:01.314049+00:00,19.5,1709.79,esp-t1
2026-03-08 10:33:01.422049+00:00,19.9,2770.81,esp-t1
2026-03-08 10:33:01.526218+00:00,28.0,2986.17,esp-t1
2026-03-08 10:33:01.626994+00:00,27.5,2309.42,esp-t1
2026-03-08 10:33:01.729715+00:00,30.8,2296.88,esp-t1
2026-03-08 10:33:01.840171+00:00,22.4,2562.24,esp-t1
2026-03-08 10:33:01.949457+00:00,21.2,1598.08,esp-t1
2026-03-08 10:33:02.053058+00:00,18.9,2235.13,esp-t1
2026-03-08 10:33:02.161882+00:00,29.5,2786.99,esp-t1
2026-03-08 10:33:02.273403+00:00,30.4,1883.41,esp-t1
2026-03-08 10:33:02.375209+00:00,25.0,2865.91,esp-t1
2026-03-08 10:33:02.480004+00:00,22.0,2306.25,esp-t1
2026-03-08 10:33:02.582894+00:00,20.1,2467.0,esp-t1
2026-03-08 10:33:02.685512+00:00,24.7,2686.76,esp-t1
2026-03-08 10:33:02.791303+00:00,24.4,2274.67,esp-t1
2026-03-08 10:33:02.893861+00:00,20.9,2800.04,esp-t1
2026-03-08 10:33:02.994079+00:00,24.4,2398.79,esp-t1
2026-03-08 10:33:03.100877+00:00,31.2,2456.15,esp-t1
2026-03-08 10:33:03.210520+00:00,18.1,1785.64,esp-t1
2026-03-08 10:33:03.313703+00:00,28.3,2780.82,esp-t1
2026-03-08 10:33:03.416109+00:00,27.2,1568.04,esp-t1
2026-03-08 10:33:03.522239+00:00,23.6,2920.99,esp-t1
2026-03-08 10:33:03.625629+00:00,27.4,1887.11,esp-t1
2026-03-08 10:33:03.737264+00:00,23.2,2959.61,esp-t1
2026-03-08 10:33:03.841603+00:00,30.7,1848.89,esp-t1
2026-03-08 10:33:03.946569+00:00,22.6,2892.22,esp-t1
2026-03-08 10:33:04.048187+00:00,24.3,2952.66,esp-t1
2026-03-08 10:33:04.152167+00:00,24.5,2359.17,esp-t1
2026-03-08 10:33:04.262166+00:00,20.5,1627.31,esp-t1
2026-03-08 10:33:04.366357+00:00,27.8,2439.85,esp-t1
2026-03-08 10:33:04.468311+00:00,25.5,2951.16,esp-t1
2026-03-08 10:33:04.577250+00:00,23.1,2120.94,esp-t1
2026-03-08 10:33:04.682714+00:00,19.7,2733.66,esp-t1
2026-03-08 10:33:04.787981+00:00,20.2,2370.05,esp-t1
2026-03-08 10:33:04.893507+00:00,19.3,2056.53,esp-t1
2026-03-08 10:33:05.003314+00:00,27.7,2500.46,esp-t1
2026-03-08 10:33:05.108785+00:00,31.6,1642.71,esp-t1
2026-03-08 10:33:05.218243+00:00,30.9,2324.53,esp-t1
2026-03-08 10:33:05.321910+00:00,28.8,2073.41,esp-t1
2026-03-08 10:33:05.436025+00:00,23.4,2155.27,esp-t1
2026-03-08 10:33:05.537891+00:00,21.2,2577.2,esp-t1
2026-03-08 10:33:05.640579+00:00,24.2,1990.71,esp-t1
2026-03-08 10:33:05.748196+00:00,31.6,1646.14,esp-t1
2026-03-08 10:33:05.861445+00:00,30.4,2854.68,esp-t1
2026-03-08 10:33:05.969331+00:00,24.6,2402.15,esp-t1
2026-03-08 10:33:06.085820+00:00,23.4,1643.6,esp-t1
2026-03-08 10:33:06.198817+00:00,29.6,1684.99,esp-t1
2026-03-08 10:33:06.306289+00:00,24.6,2685.68,esp-t1
2026-03-08 10:33:06.413640+00:00,18.9,2346.48,esp-t1
2026-03-08 10:33:06.518963+00:00,26.2,2142.52,esp-t1
2026-03-08 10:33:06.620355+00:00,27.5,2546.4,esp-t1
2026-03-08 10:33:06.728124+00:00,23.0,1970.62,esp-t1
2026-03-08 10:33:06.837552+00:00,30.8,2494.96,esp-t1
2026-03-08 10:33:06.939187+00:00,19.5,1645.04,esp-t1
2026-03-08 10:33:07.051173+00:00,27.3,2815.5,esp-t1
2026-03-08 10:33:07.157071+00:00,20.2,2048.34,esp-t1
2026-03-08 10:33:07.257779+00:00,29.0,2453.04,esp-t1
2026-03-08 10:33:07.361580+00:00,29.6,2239.43,esp-t1
2026-03-08 10:33:07.465857+00:00,31.6,2526.0,esp-t1
2026-03-08 10:33:07.566769+00:00,23.8,1500.84,esp-t1
2026-03-08 10:33:07.675151+00:00,28.7,2226.67,esp-t1
2026-03-08 10:33:07.791590+00:00,26.7,2735.23,esp-t1
2026-03-08 10:33:07.898269+00:00,24.2,2386.95,esp-t1
2026-03-08 10:33:08.004036+00:00,23.6,2164.91,esp-t1
2026-03-08 10:33:08.107220+00:00,27.8,2972.5,esp-t1
2026-03-08 10:33:08.212554+00:00,26.5,1551.83,esp-t1
2026-03-08 10:33:08.318384+00:00,26.9,2657.83,esp-t1
2026-03-08 10:33:08.422168+00:00,30.0,1902.92,esp-t1
2026-03-08 10:33:08.525438+00:00,30.4,2562.54,esp-t1
2026-03-08 10:33:08.634073+00:00,27.9,2598.86,esp-t1
2026-03-08 10:33:08.740563+00:00,23.4,2556.84,esp-t1
2026-03-08 10:33:08.843891+00:00,29.8,2059.56,esp-t1
2026-03-08 10:33:08.957365+00:00,22.9,2181.48,esp-t1
2026-03-08 10:33:09.064356+00:00,21.3,1706.69,esp-t1
2026-03-08 10:33:09.175521+00:00,25.0,2379.63,esp-t1
2026-03-08 10:33:09.278885+00:00,23.4,1864.54,esp-t1
2026-03-08 10:33:09.379020+00:00,23.2,1982.02,esp-t1
2026-03-08 10:33:09.491502+00:00,30.8,1580.98,esp-t1
2026-03-08 10:33:09.593282+00:00,29.3,2029.8,esp-t1
2026-03-08 10:33:09.695570+00:00,30.0,2528.95,esp-t1
2026-03-08 10:33:09.820685+00:00,28.4,1582.13,esp-t1
2026-03-08 10:33:09.925151+00:00,29.9,1543.17,esp-t1
2026-03-08 10:33:10.030898+00:00,18.6,2038.39,esp-t1
2026-03-08 10:33:10.137015+00:00,20.1,2163.67,esp-t1
2026-03-08 10:33:10.246988+00:00,29.8,2589.0,esp-t1
2026-03-08 10:33:10.354710+00:00,18.2,2518.13,esp-t1
2026-03-08 10:33:10.462221+00:00,28.4,1787.01,esp-t1
2026-03-08 10:33:10.565974+00:00,28.9,2940.39,esp-t1
2026-03-08 10:33:10.666288+00:00,24.7,2276.31,esp-t1
2026-03-08 10:33:10.766807+00:00,20.8,1867.58,esp-t1
2026-03-08 10:33:10.867422+00:00,19.8,1986.63,esp-t1
2026-03-08 10:33:10.972735+00:00,23.4,2366.02,esp-t1
2026-03-08 10:33:11.086609+00:00,31.5,2373.78,esp-t1
2026-03-08 10:33:11.194217+00:00,31.1,2441.76,esp-t1
2026-03-08 10:33:11.300061+00:00,25.1,1784.79,esp-t1
2026-03-08 10:33:11.426823+00:00,20.7,1792.28,esp-t1
2026-03-08 10:33:11.531285+00:00,24.0,1732.68,esp-t1
2026-03-08 10:33:11.635513+00:00,20.5,1900.9,esp-t1
2026-03-08 10:33:11.738705+00:00,27.6,1688.38,esp-t1
2026-03-08 10:33:11.841514+00:00,28.9,1815.39,esp-t1
2026-03-08 10:33:11.946241+00:00,18.8,1694.93,esp-t1
2026-03-08 10:33:12.050688+00:00,26.8,1860.26,esp-t1
2026-03-08 10:33:12.168165+00:00,30.3,1857.22,esp-t1
2026-03-08 10:33:12.278873+00:00,29.2,2368.04,esp-t1
2026-03-08 10:33:12.394077+00:00,19.4,1706.64,esp-t1
2026-03-08 10:33:12.556964+00:00,18.4,2930.73,esp-t1
2026-03-08 10:33:12.663206+00:00,23.0,1709.56,esp-t1
2026-03-08 10:33:12.779468+00:00,28.8,2592.45,esp-t1
2026-03-08 10:33:12.886764+00:00,25.2,1779.85,esp-t1
2026-03-08 10:33:12.996235+00:00,30.0,2099.86,esp-t1
2026-03-08 10:33:13.101898+00:00,19.0,1758.14,esp-t1
2026-03-08 10:33:13.203580+00:00,26.0,2924.24,esp-t1
2026-03-08 10:33:13.304525+00:00,22.5,2865.3,esp-t1
2026-03-08 10:33:13.414925+00:00,20.9,2153.84,esp-t1
2026-03-08 10:33:13.516986+00:00,19.3,1852.58,esp-t1
2026-03-08 10:33:13.620031+00:00,23.6,2171.08,esp-t1
2026-03-08 10:33:13.730528+00:00,24.8,2945.56,esp-t1
2026-03-08 10:33:13.837553+00:00,26.8,2482.58,esp-t1
2026-03-08 10:33:13.937264+00:00,24.7,1930.54,esp-t1
2026-03-08 10:33:14.040990+00:00,26.3,1577.32,esp-t1
2026-03-08 10:33:14.146338+00:00,20.5,1920.58,esp-t1
2026-03-08 10:33:14.250414+00:00,20.8,2535.36,esp-t1
2026-03-08 10:33:14.353939+00:00,20.4,2109.86,esp-t1
2026-03-08 10:33:14.459467+00:00,31.6,1636.99,esp-t1
2026-03-08 10:33:14.561497+00:00,21.0,2546.66,esp-t1
2026-03-08 10:33:14.663548+00:00,23.1,1997.96,esp-t1
2026-03-08 10:33:14.764417+00:00,20.6,2956.47,esp-t1
2026-03-08 10:33:14.875461+00:00,23.3,2992.65,esp-t1
2026-03-08 10:33:14.981377+00:00,26.2,2244.75,esp-t1
2026-03-08 10:33:15.087870+00:00,31.5,2725.51,esp-t1
2026-03-08 10:33:15.190886+00:00,25.1,1853.84,esp-t1
2026-03-08 10:33:15.317191+00:00,27.5,1884.98,esp-t1
2026-03-08 10:33:15.420692+00:00,22.5,2998.51,esp-t1
2026-03-08 10:33:15.524553+00:00,25.3,1773.84,esp-t1
2026-03-08 10:33:15.629188+00:00,26.5,2277.81,esp-t1
2026-03-08 10:33:15.734124+00:00,19.4,1551.06,esp-t1
2026-03-08 10:33:15.838837+00:00,27.7,1654.51,esp-t1
2026-03-08 10:33:15.947333+00:00,26.9,2391.48,esp-t1
2026-03-08 10:33:16.056497+00:00,24.1,2201.34,esp-t1
2026-03-08 10:33:16.160010+00:00,29.7,2294.83,esp-t1
2026-03-08 10:33:16.265962+00:00,26.1,1619.88,esp-t1
2026-03-08 10:33:16.380341+00:00,20.3,1693.92,esp-t1
2026-03-08 10:33:16.502873+00:00,23.3,1873.24,esp-t1
2026-03-08 10:33:16.613263+00:00,18.9,2384.27,esp-t1
2026-03-08 10:33:16.722222+00:00,21.2,2331.22,esp-t1
2026-03-08 10:33:16.825583+00:00,21.9,1808.48,esp-t1
2026-03-08 10:33:16.930015+00:00,25.6,2420.07,esp-t1
2026-03-08 10:33:17.033377+00:00,24.9,2364.72,esp-t1
2026-03-08 10:33:17.139333+00:00,27.1,2525.13,esp-t1
2026-03-08 10:33:17.258991+00:00,20.5,2984.45,esp-t1
2026-03-08 10:33:17.370341+00:00,25.0,1875.62,esp-t1
2026-03-08 10:33:17.475493+00:00,20.9,1545.38,esp-t1
2026-03-08 10:33:17.587963+00:00,27.5,2346.01,esp-t1
2026-03-08 10:33:17.692710+00:00,20.2,2196.06,esp-t1
2026-03-08 10:33:17.796241+00:00,20.9,1885.81,esp-t1
2026-03-08 10:33:17.902185+00:00,21.4,2707.1,esp-t1
2026-03-08 10:33:18.012660+00:00,23.0,1739.17,esp-t1
2026-03-08 10:33:18.139336+00:00,24.4,1901.8,esp-t1
2026-03-08 10:33:18.245008+00:00,31.7,2119.86,esp-t1
2026-03-08 10:33:18.356319+00:00,18.2,1918.41,esp-t1
2026-03-08 10:33:18.465696+00:00,31.4,1813.19,esp-t1
2026-03-08 10:33:18.571873+00:00,23.9,1573.07,esp-t1
2026-03-08 10:33:18.677994+00:00,24.0,2332.79,esp-t1
2026-03-08 10:33:18.789366+00:00,22.9,2364.38,esp-t1
2026-03-08 10:33:18.892318+00:00,30.8,2885.61,esp-t1
2026-03-08 10:33:18.999217+00:00,31.7,2749.26,esp-t1
2026-03-08 10:33:19.104992+00:00,19.0,2966.21,esp-t1
2026-03-08 10:33:19.222136+00:00,24.2,2244.6,esp-t1
2026-03-08 10:33:19.330789+00:00,24.8,1728.44,esp-t1
2026-03-08 10:33:19.433998+00:00,28.5,1559.36,esp-t1
2026-03-08 10:33:19.546693+00:00,30.6,2598.51,esp-t1
2026-03-08 10:33:19.652808+00:00,25.2,2832.9,esp-t1
2026-03-08 10:33:19.762620+00:00,25.1,2696.6,esp-t1
2026-03-08 10:33:19.865274+00:00,18.7,2729.13,esp-t1
2026-03-08 10:33:19.975223+00:00,30.6,1862.51,esp-t1
2026-03-08 10:33:20.094348+00:00,29.7,1942.94,esp-t1
2026-03-08 10:33:20.213194+00:00,24.4,2194.28,esp-t1
2026-03-08 10:33:20.317228+00:00,27.5,2429.72,esp-t1
2026-03-08 10:33:20.420731+00:00,18.6,2981.47,esp-t1
2026-03-08 10:33:20.525197+00:00,29.6,2542.03,esp-t1
2026-03-08 10:33:20.636652+00:00,31.3,2969.59,esp-t1
2026-03-08 10:33:20.749578+00:00,30.3,1996.41,esp-t1
2026-03-08 10:33:20.853385+00:00,21.0,2243.5,esp-t1
2026-03-08 10:33:20.967770+00:00,31.0,2017.32,esp-t1
2026-03-08 10:33:21.076144+00:00,19.5,2651.54,esp-t1
2026-03-08 10:33:21.182545+00:00,24.7,2982.08,esp-t1
2026-03-08 10:33:21.291612+00:00,24.8,1918.57,esp-t1
2026-03-08 10:33:21.400809+00:00,22.8,1911.18,esp-t1
2026-03-08 10:33:21.506422+00:00,29.8,2392.69,esp-t1
2026-03-08 10:33:21.615909+00:00,29.0,1892.47,esp-t1
2026-03-08 10:33:21.726571+00:00,22.5,2464.76,esp-t1
2026-03-08 10:33:21.837986+00:00,23.8,2793.36,esp-t1
2026-03-08 10:33:21.944148+00:00,30.9,1663.3,esp-t1
2026-03-08 10:33:22.049715+00:00,21.2,1733.47,esp-t1
2026-03-08 10:33:22.160023+00:00,21.2,1577.82,esp-t1
2026-03-08 10:33:22.264462+00:00,19.6,2103.91,esp-t1
2026-03-08 10:33:22.380421+00:00,18.6,1867.15,esp-t1
2026-03-08 10:33:22.487708+00:00,20.3,2081.46,esp-t1
2026-03-08 10:33:22.607719+00:00,21.3,1856.92,esp-t1
2026-03-08 10:33:22.714939+00:00,18.9,2417.95,esp-t1
2026-03-08 10:33:22.828547+00:00,22.3,1895.1,esp-t1
2026-03-08 10:33:22.942594+00:00,26.5,2803.13,esp-t1
2026-03-08 10:33:23.049648+00:00,28.0,1949.79,esp-t1
2026-03-08 10:33:23.154230+00:00,23.7,2014.95,esp-t1
